user_name,rating,review,date,restaurant
lynn m,50.0,With ketsup only as my 5 year old grandson likes or The Double Double animal style everything is fresh and delicious. Pair your burger with a cup of fresh pink lemonade.  You won't be disappointed. A favorite stop for my family after a soccer game...More,February 2019,In N Out Burger
Nanci M,50.0,As always great food and fast service.  It can be a bit tricky to navigate the drive-thru...my suggestion is to enter off of North Bound Beach Blvd into the lot or go through the Wal Mart parking and enter from the back side.  Either way...More,January 2019,In N Out Burger
19411,50.0,"If you are looking for a great burger and even better fries, In and Out is the go to place. If you dont know, you can order the burger anyway you want it. There is animal style, which is more of everything.  Onions can be...More",February 2019,In N Out Burger
john h,40.0,My son-in-law loves In & out Burger. We always have to stop a few times while they are here from New York City.,February 2019,In N Out Burger
ddkine,50.0,"A California classic often imitated but never duplicated.  Fresh, hot, delicious every time. Worth the wait! My favorite is the basic burger with grilled onions and it's even awesome protein style but it's hard to turn down their famous sponge bread bun!",January 2019,In N Out Burger
tickenofftwin,50.0,"Always quick, efficient, clean, kind & fast!  Food is delicious! The tables are always clea and disinfected. My protein burger always has extra pickles, tomatoes & lettuce, perfect",February 2019,In N Out Burger
CambodiaTravelsGuide,50.0,"People from other states flock to California just to try some In-N Out burgers. The family who started the business are billionaires now. They know the recipe to keeping customers happy. Simple menu, fresh food, good service. You can just about eat at In N...More",October 2018,In N Out Burger
Sharon G,50.0,"Fantastic deal for the best hamburgers I've ever had.  Fresh meat, lettuce, tomatoes and onions.  Grilled to perfection. And you can have it your way.  Grilled onions, fresh onions, lettuce d wrapped, plain or anyway you want it.  The staff are all very professional, yet...More",December 2018,In N Out Burger
karenrI6405GR,50.0,"Good food served fast for a decent price, that's what an In N Out is all about ! Free parking that might be full so you park in the next door WalMart lot and make a short stroll.",January 2019,In N Out Burger
Allen H,50.0,"There is really not much to say for any In N Out fan, it is just always great!  The fries are stellar.  All of the employees are clean cut, nice, personable and helpful",December 2018,In N Out Burger
James_DriveMada,50.0,"An American staple. Burgers are ALWAYS fresh, fries are good, shakes are great.

Extra well done fries are the best, otherwise, they are a little dry.

I like ordering extra lettuce and tomato to make it healthier lol.",January 2019,In N Out Burger
Austin H,50.0,"this place is about as iconic ""socal"" as you can get.  it is not lo cal though so don't go there looking for a salad.  the burgers are legendary and you need to check out the ""secret language"" as you can order off the menu...More",September 2018,In N Out Burger
hassan s,50.0,"Compared to MacDonald's ,Burger-King or any other fast food burger this one got to be
the number one .",December 2018,In N Out Burger
Smithysfishing,50.0,Bit of a Californian institution and we can see why now.  Definately very good and a cut above your fast food joints like McDonalds and Burger King/Hungry Jacks.  The lines at the counter and the drive through are testament to how good and popular they...More,November 2018,In N Out Burger
andrewnagano1,40.0,"This is my favorite fast food burger joint, by far ! In N out usually has great service - once I was given cold food after waiting 40 minutes, but that's not the norm. The only thing that I don't care for are their french...More",December 2018,In N Out Burger
jpjamt7,50.0,"The best freshest burgers ever mmm fries and a vanilla shake.  You can order protein style or a double double!  
The cleanest fast food place and the only one we go to!",December 2018,In N Out Burger
William B,40.0,Good basic burger. French Fries are like cardboard. Animal style is over the top rich for me. Good value overall as long as expectations are average.,December 2018,In N Out Burger
Lin B,50.0,"I’ve been more times than I can count! Absolutely the best. Urged going...and the cries, to die for! Always consistent in quality, so make sure you visit In n Out!",December 2018,In N Out Burger
sherrie2422,50.0,In n out is the best burger on the planet. Dont love the fires but the burgers are to die for!You wont be disappointed,December 2018,In N Out Burger
Adventure59239571775,50.0,"perfect service, smiling,kind sellers. True American taste. I would recommend it to anyone, who would like to eat good.",November 2018,In N Out Burger
carolewebster22,50.0,I travel a lot and this chain is the best. I love grilled onions on my burgers and they offer the best selection. Prices are fantastic and the staff is always friendly and fast.,September 2018,In N Out Burger
Frank C,50.0,I've been a fan of In N Out since 1955....ate at their original first drive-thru as a kid... still love them and even have their 'app' for when I'm on the road.,October 2018,In N Out Burger
ChuckSurfCity,50.0,"Never a let down in Huntington Beach at Beach & Talbert. Good service, clean along with great American basics",August 2018,In N Out Burger
theresagingrichw,50.0,Fresh food made right in front of you..If you have a big appetite.. Request animal style for your burger and you will not be disappointed..,October 2018,In N Out Burger
davidgB4426ZF,50.0,"Almost always busy, but efficient.
Send someone in to get fries and shakes whole waiting in drive thru for burgers is perfect and great way to keep the kids at bay while waiting.

14 year old just found out about the double, double double 4x4....More",October 2018,In N Out Burger
Alejandra C,50.0,"Fresh ingredients make awesome food. These burgers are made to order and the fries are made right there and their shakes are sooooo good. Simple menu, tasty burgers, great customer service",October 2018,In N Out Burger
670margek,50.0,Not really fast food but excellent tasting.  Family friendly. The french fries are the best.  Try them twice fried...they are extra crispy.,October 2018,In N Out Burger
katrinkamarie,50.0,By far the best fast food burger in town!!  Always fresh and yummy.  The fries animal style are to die for!!,September 2018,In N Out Burger
Deb7091954,50.0,"Before you go to In n Out, I would suggest you check out the secret menu.  The regular menu is good, but the secret menu allows you to customize your meal.  We have a low sodium requirement for our meals, and In n Out was...More",August 2018,In N Out Burger
califcasl,50.0,"Like all of its other locations, this branch offers enthusiastic, friendly servers, great burgers and fries (animal style!), low prices and real milkshakes. Go!",May 2018,In N Out Burger
David S,50.0,"The drive thru lines are always packed and deservedly so.  In N Out is now an established So Cal tradition that is expanding to other states, including Texas I heard?  The ingredients are fresh and the service is good at all locations.  After a good...More",September 2018,In N Out Burger
Kim T,50.0,I grew up eating In-N-Out and always get a Double Double “Animal Style” and Well done fry’s.  It’s a food memory like Pumpkin Pie or fresh baked bread! It’s always tastes so good.  The service is friendly and fast at all locations! You’ll love it!,September 2018,In N Out Burger
Gurt42,50.0,"We visited this restaurant twice in the short time that we were in Huntington, both times were great. 
One of the busiest branches we have been in, but the service was good and the food excellent. Definitely a must!",August 2018,In N Out Burger
alfucile,50.0,One of our favorite burger places/Service is great prices are reasonable and the burgers are awesome,August 2018,In N Out Burger
colleenwurzell,50.0,Everything came out perfect.  Staff is personable. Clean environment. I love there shakes and fries.  Gotta try your cheeseburger animal style.,August 2018,In N Out Burger
ramona_atkin,50.0,"Always the best :) cheap and fresh, always fresh! The best burger in California hands down :) and best fries!",August 2018,In N Out Burger
Albert J,40.0,"Seem to crave IN and OUT every couple months.  Had it earlier today.  Was tasty as usual but not something I like waiting in line for ever for when its busy, so don't get is so often",August 2018,In N Out Burger
mturner149,50.0,"All good here, get it your way and other items that are not listed on the menu. Go on line and see the other so called specialty orders?",August 2018,In N Out Burger
ktarayao,50.0,"This is one of the more crowded in-n-outs, but the food is always worth it. Skip the long drive through line and go inside. You might want to park in the walmart parking lot to avoid getting boxed in.",July 2018,In N Out Burger
Ptg16215,50.0,"love the secret menu animal style burger with chopped chilies added!!  
the secret menu is not so secret is it all over the internet",August 2018,In N Out Burger
RickeyBobbeh,40.0,"Very busy as is any place good in LA area is, but they were sloppy in food prep. Got mustard on ketchup only burger.  So many humans in the LA and Orange County area. Glad we moved out of SoCal....",August 2018,In N Out Burger
docoffee,50.0,"Oh the joy of a double double with grilled onions, fries, and a shake! The food never disappoints, and the cost of the meal makes it perfect for families. Just be prepared for a line if dining at peak periods...",July 2018,In N Out Burger
N Cheryl Liveng... N,50.0,"I love their protein burgers. Instead of a lot of bread, hamburger is wrapped in lettuce. Meat is fresh...not frozen. I watched as they made made French fries out of fresh potatoes...busy place, because they had a lot of customer. Their shakes are delicious. I...More",March 2018,In N Out Burger
Sherri P,50.0,Number 1 animal style.  Make sure you get a fork if you order fries animal style.  Constant quality. Fair prices.,July 2018,In N Out Burger
906derrick,40.0,"Service excellent.  Hamburgers delicious.  Only issue is fries get cold if you don't eat immediately.  If take home, will have a problem.",July 2018,In N Out Burger
Robert R,40.0,"W go only to this franchise as the burger meat is fresh and the potatoes are cut  on site and fried. Each hamburger comes with lettuce/tomato, Onion and cheese is optional. The restaurants are very clean the service is fairly quick. The restaurant is always...More",June 2018,In N Out Burger
Colleen R,50.0,"Fast with Friendly Employees!  This is the best In N Out!  Burgers are cooked to order. you can make modifications with no worries.  Always reliable to have the best.  Drive through looks like it will take hours, but they move you along so quickly. Lunch...More",June 2018,In N Out Burger
ruizbclaudia2017,50.0,"These are the best burger option, the meat is of very good quality’s d the milkshake rasberry 
Good very good!!!!",June 2018,In N Out Burger
Eda M,50.0,Wouldnt miss it for anything. Evrytime i come home to cali my 1st stop is in n out. Whenever i will fly out... i will stop 1st on my way to airport. Truly a gem.,July 2018,In N Out Burger
JamPack1965,50.0,"The line was out the door but the service was fast, friendly and the food was amazing!!! We will definitely be back!!",July 2018,In N Out Burger
cga8s,50.0,"Fresh food made from scratch. Yes, In-N-Out is so good. Always a great treat when I come to Cali to get a double double with fries and milkshake.
Enjoy and forget about your diet here.",June 2018,In N Out Burger
jguerrero2018,40.0,Some of the best chain burgers that exist.  Too crouded at lunch.  I try to eat befor 11:30 or after 1:30.,June 2018,In N Out Burger
Catherine R,50.0,Always yummy! Always fast. No matter how long the lines look...they still are able to get your order to you in a timely manner.,June 2018,In N Out Burger
dom1947,50.0,"double cheeseburger aniaml style,grilled onions ,tomatoe .lettuce and speicla sause is heaven on earht of any burger lover.there are many burger palces but none live up to the taste on in n out.the menue is not extensive but  it is all about the burgers and...More",June 2018,In N Out Burger
defy5317,50.0,"Fabulous burgers, terrific shakes, fresh and delicious fries that melt in your mouth.  The staff is A+ in all areas of human relations.",June 2018,In N Out Burger
J6800MCrobertb,40.0,"It's In-N-Out.  It's fantastic.  

If I was gonna complain it would be about there being too many people eating here.",April 2018,In N Out Burger
BelindaJon,50.0,"Nothing says So Cal like an In N Out burger.  Made fresh, to your specifications, this burger epitomizes what a burger should be.  If you are a purist or an animal, or like your burgers doubled up, In N Out is all that.",June 2018,In N Out Burger
Chris D,50.0,"Always a great burger and fries. Let alone there shakes.  Yummy stuff. Even though it looks busy normally, never takes that long to get your food.",May 2018,In N Out Burger
Work2TravelWorld,40.0,There's a reason for the long lines: the burgers are great and the service is good for a fast food joint.,November 2017,In N Out Burger
miyoarakawa,40.0,"Whenever we crave for burger, we go to in and out, their quality of food is always the same. Sometime the line could be long but moves fast.  They seldome make mistakes.",June 2018,In N Out Burger
surfingredneck,50.0,No visit to Cali would be complete without at least 2+ trips to In N Out.  It’s what I miss most besides surfing.  The locals know the secret menu and the new converts will learn very quickly why In N Out has such a loyal...More,June 2018,In N Out Burger
Ashley32905,50.0,"If you're anywhere near LA, you have to stop at In N Out at least once! I got a double double (if you ask for animal style burger they will add mustard and pickles), fries and a coke. The fries were barely average but the...More",June 2018,In N Out Burger
R55Wilson,50.0,"As usual, great tasting fresh burgers and fries. Usually very busy but fast service. Order the food anyway you want.",June 2017,In N Out Burger
SemRen100,40.0,"In and Out is located on the busy former US Highway 39 that pierces Huntington Beach from the North to the South. It is located on the Northbound side of the Beach Blvd near McFadden. The street is very busy. So, be prepared. The parking...More",May 2018,In N Out Burger
dogtorCB,50.0,"It's clean, it's fresh, it's (relatively) quick, it's inexpensive, and it's always fun to bring family from out of town to order from their ""secret menu""",March 2018,In N Out Burger
c0mpassi0nate,40.0,The best burgers in town. Service is quick and product is always fresh and fabulous. Just a quick drive and you are there.,March 2018,In N Out Burger
Tiffany K,20.0,"The food was not that good, service was good but the place was really busy and I thought the food would be better for how busy they were.",March 2018,In N Out Burger
Stephanie G,50.0,"One of my all time favorite places for a Solid, fresh Burger and excellent service and the best milkshakes. Everybody should at least have and In and Out Burger.",March 2018,In N Out Burger
lindatX3246YE,50.0,"I need my In N Out fix several times a year. It's not just a hamburger and fries, it is the smell, the flavor, and the service you get. When my daughter visits from the east coast, we sometimes go directly to In N Out...More",December 2017,In N Out Burger
Staci M,50.0,"The lines speak for themselves.. Although I try to go on a not-so-busy night, that is impossible here. In N out is always the happening place no matter where you are!!!
Order burger and fries animal style- TO DIE FOR!!",February 2018,In N Out Burger
John M,50.0,"For a fresh and tasty meal that you can count on being fresh, we go to In-N-Out. Last night was no exception. We didn't hesitant to have a tasty burger, prepared just as we wished!",March 2018,In N Out Burger
chrisbG934ZW,50.0,I recommend protein style so you can eat more of them!!!!!!!!  Many locations around the area I’m sure you’ll find anything on the menu to your liking,February 2018,In N Out Burger
bettyk753,50.0,In n out is always a favorite!! Their burgers can also be made protein style- or wrapped in lettuce instead of a bun. Either way is good.,January 2018,In N Out Burger
Jim L,50.0,"Want a great burger?  This is the place.  When my daughter and her family arrive from London, the first stop is here for burgers, “animal style” with extra sauce and grilled onions.  Makes my mouth water just thinking of a #1 — double, double with...More",January 2018,In N Out Burger
M V,40.0,"What can you say, food is good, fresh and hits the spot.  Lines are long but they do a great job of taking orders in line.",January 2018,In N Out Burger
hondaracedad,50.0,Sees  needless to say this is the best hamburger on the West Coast. Now that is included hot chocolate it's a different thing. The double double is a great hamburger. You need to go try it!,January 2018,In N Out Burger
Adina R,40.0,"In N Out has the best burger/fries/shakes compared to other fast food options.  The fries are fresh, and the burgers are made to order.  Unfortunately the menu has changed a bit - the regular burger has a smaller patty than it used to, so you...More",December 2017,In N Out Burger
P6321JClisan,50.0,"It was late at night, and we were tired and hungry. We were on the freeway heading back to our condo talking about where to eat around the area, my daughter was on the trip with us and has never had the opportunity to eat...More",December 2017,In N Out Burger
geomoreno77,50.0,"What more can I say?! It's In-n-out. Supreme fast food. I always get the double double with cheese no onions and a coke. (Sometimes pink lemonade).

Line is always long, but they are always fast.. I'm always impressed as to how fast the food moves...More",January 2018,In N Out Burger
Paul S,50.0,"In N Out is still the best burger in CA.  Others have tried to match it but unsuccessfully.  The fries are the best.  Crisp, never soggy.  Hand-made from fresh potatoes in each location.",October 2017,In N Out Burger
Craig J,50.0,I love the burgers here.  Go to the In and Out website and check out the secret menu for a custom burger.  Yum!,December 2017,In N Out Burger
ucboy1,50.0,"Nothing beats a double double burger ! Everything is freshly prepared there are no heat lamps, they offer onions plain or grilled !",September 2017,In N Out Burger
mrkfish,50.0,Great hamburgers and fries. It's all fresh and tasty. Also very reasonably priced. When y brother  from NY or my Son and Family from Maryland come to visit the first stop we make on the way home from the airport is In N Out Burger..,November 2017,In N Out Burger
teri a,50.0,"We love ""In-n-Out"" burger.  It is best when you eat it there.  Always a joy to go there.  We do find that the parking lot is a NIGHTMARE, sooo we park in the Walmart lot and walk into the store to order and eat there....More",December 2017,In N Out Burger
wltravelin,30.0,Out of three separate In-N-Outs we visited this was the best service. We order grilled cheese animal style and all the elements were there but have to say it would be nice if they made sure the cheese actually made it on the burger since...More,November 2017,In N Out Burger
jfinnnnnnnnnn,40.0,"As expected the food was good. As expected the food took a bit of time, but worth the wait. Never disappointed with food from any of their locations.",November 2017,In N Out Burger
JerseyDi,50.0,"I'm a local and this is my go-to place for fresh hamburgers, French fries and wonderful shakes. The quality of food is fantastic and delicious. The employees are friendly and work hard to make your food and time there great. I am so impressed of...More",November 2017,In N Out Burger
Karen R,50.0,Consistency in the product is what makes their food so good. They will make it the way you want it. Ask for extra crispy fries if you like them to snap.,November 2017,In N Out Burger
kallshouse,50.0,"Of course it's awesome.  The only downside is that everyone knows it's awesome so lunch rush is 11-2:30 and we still don't care.  If you are not from here, go to In N Out.  
;",November 2017,In N Out Burger
larryl301,50.0,"One trip to In N Out will say it all.. quality food, polite employees, prompt service.  The whole chain fo In N Out has done an outstanding job in hiring personnel...not anything like your typical fast food restaurant.",November 2017,In N Out Burger
Pwalk164,50.0,I like basic burgers with thinner patties and quality meat and cheese.  The limited menu is no problem as they will make a grilled cheese if you don't eat meat.  Their fries are just right.  So efficient and friendly staff.  They have their system down...More,October 2017,In N Out Burger
spaceofdonder,50.0,"If you've never been to an In N Out and are visiting Huntington Beach, it's a definite go-to spot.  This particular location was easy to find parking, quick, and nothing out of the ordinary for In N Out.",October 2017,In N Out Burger
rojoSweden,40.0,"Tried a lot of different burger places but this was top 5 of them we tried 
Normally service nothing special",October 2017,In N Out Burger
Charles N,50.0,"Long lines will greet you, because these are the best takeaways in SoCal.
Not only the freshly made tasty burgers, but crispy fries.  The secret may also be in the off-menu items, such as grilled cheese sandwich, and Animal burgers.",September 2017,In N Out Burger
Jammerman52,30.0,Typical In and Out fare.  This place really gets busy about 11:30 am.  But early lunches before then result in pretty good fare and no problems finding a place to sit,September 2017,In N Out Burger
Mike G,50.0,"I spent 4.5 months in Alaska. My first meal when I got home was a double double and animal fries.  Yes, milk shake too. I grew up eating at the original In N Out in Baldwin park. Comfort food, tasty food, fresh food, good value,...More",September 2017,In N Out Burger
coachrickHB,50.0,"Their people are the best. We are regulars and will continue to be. See you tomorrow for a #1
Thank you",October 2017,In N Out Burger
Mangalito,50.0,"Even though they have a secret menu with choices such as animal fries, their double double with cheese is the best by far! Their French fries are always made fresh from fresh potatoes peeled and fries before your eyes. Their chocolate shakes are something else,...More",September 2017,In N Out Burger
patricia6020162016,50.0,"My whole family really likes In & Out hamburgers and fresh French fries!
Not to mention my favorite place for a strawberry shake!",September 2017,In N Out Burger
Lnihiser,50.0,Great service fabulous people would recommend to everyone. Good location for refreshing meal anytime of the day go to your closest location,September 2017,In N Out Burger
Don F,50.0,"You won't find any better!  The service is always quick, even when they're busy. You know it's well run when there are 18 employees working and they are all efficient and very friendly. They constantly are cleaning tables and the floor. 
The burgers and fries...More",August 2017,In N Out Burger
George Z,40.0,"Just like all the other in and out burgers in California, they take care of business here and you will have a happy visit anytime of day. Everyone is friendly and it's a great meal",September 2017,In N Out Burger
ann l,50.0,fast service and great food. great service. people working there are really hustling!!! go in and it seems faster than the line. their fries are to die for.,August 2017,In N Out Burger
susanhS2261IV,50.0,You can't compare the freshness of food service and friendliness of staff (20) minimum. The fries are are fresh from Idaho's made on the spot. Sauce on burgers is delicious.,August 2017,In N Out Burger
dustinh67,40.0,"While the burger and fries were good, the dining area was dirty when I was there.  Literally no place to sit unless you cleaned off the table yourself.",August 2017,In N Out Burger
D6950TUrobertp,40.0,In and out fast my daughter softball team finished up for the day and decided to grab a quick bite this place at the spot the burgers are spot on the fries are a little strange but I would definitely go again Service is really...More,August 2017,In N Out Burger
Kent F,50.0,Never change same wonderful quality every time  Every time we go there 7 - 8 times per month I cannot add anything to make your 100 charters,August 2017,In N Out Burger
jah03,30.0,"their burgers are great if you eat on the spot, fries included. If you take home fries are cold & awful. Burgers are cold too . I've had better..",May 2017,In N Out Burger
Joyce N,50.0,"In N Out is where you can get an old-fashioned hamburger on a freshly grilled bun.  Be sure to top it off with the real French fries, all made right before your eyes.  Everything is fresh and made with real and identifiable ingredients.  Milk shakes...More",July 2017,In N Out Burger
HBdan,50.0,"It's not about who is bigger, it's about consistent quality and value.  Nothing is ever frozen and they serve so many people it keeps everything fresh.  WAY cheaper than places like 5 Guys.",July 2017,In N Out Burger
Ian Charles H,40.0,"Ribeye, mash, asparagus and good wine - what more would you want. We sat outside on the pavement and watched the car parade on a Wednesday night .",July 2017,In N Out Burger
James R,30.0,"It kills me to write this, but as an East Coaster who hadn't visited IN N Out in 5 or six years I was somewhat underwhelmed.   Don't get me wrong - it was good and the prices are cheap but I think I remembered it...More",July 2017,In N Out Burger
drgregsong8681,50.0,Come on now there isn't a better burger establishment in the world hands down the best burger the best price the freshest meat there's a reason they're number one,July 2017,In N Out Burger
rrexerr,50.0,"as always great burgers, but be prepared to wait in line.  Line moves pretty fast, but plan ahead and give yourself enough time.",June 2017,In N Out Burger
williampQ4622LX,50.0,The Double Double with onions is simply the best burger out there - add their fresh fries and a chocolate shake and it is heaven on earth!,July 2017,In N Out Burger
CaliforniaWheels,50.0,You can not beat an In and Out Burger. They are the best. Good service but always busy  delicious  sauce,July 2017,In N Out Burger
Jae N,50.0,"If you like a grilled bun, hand made patties, fresh cut onions and fries made from real potatoes on site, then you will like In N Out.
My guilty pleasure and special treat.
We love these burgers!",June 2017,In N Out Burger
heumanntouch,40.0,This place is super busy but they do keep the line moving pretty good. My only complaint is the way they set up the drive thru.  It wastes a bunch of parking spaces because they block off the area around the intake area.  When it...More,June 2017,In N Out Burger
Joyce N,50.0,In N Out Burger makes heir patties fresh daily and uses real potatoes to make their fries.  These are just good old fashioned burgers that everyone loves.,June 2017,In N Out Burger
Lynb76,50.0,"Everyone talks about this place so of course I was skeptical and was expecting not to be impressed but I was! The bun was toasted, toppings fresh, and burger great! Fries were tasty also, and I don't usually like fries.",June 2017,In N Out Burger
Gary P,50.0,I was in the East Coast for 2 weeks and I had withdrawals for a Double-double.  Us west coast folks should feel fortunate that we have such a great burger at our disposal.  Being on the east coast makes me appreciate this burger even more....More,June 2017,In N Out Burger
paulywalnutsragman,30.0,"Not really sure what the hype was all about...burgers were small, fries were dried out. Nowhere to sit. The staff was pleasant. Won't be back.",June 2017,In N Out Burger
dexterw347,50.0,Huntington Beach St Park is a great family outing that affordable and good for a picnic surfing and swimming. The fire rings make a great evening barbecue  the park is well maintained with plenty of parking.   The concession stands serve good food although so what...More,June 2017,In N Out Burger
RickH168,50.0,"Stopped here for the first time with our son, it was amazing! Burgers are sooo delicious and the service is outstanding! Will definitely come back! Make sure you order your burger ""animal style""!",June 2017,In N Out Burger
TEAlaska,50.0,"You can never go wrong at In N Out. I go every time I'm in CA or AZ. Double meat, and a Neapolitan shake. All the flavors in one glorious cup. Tastes even better when you're all dressed up for the opera!",May 2017,In N Out Burger
548rdr,50.0,"Always fully staffed, always prompt & friendly service,  always friendly priced, always neat & clean, always a quality product and always yummy & delicious.  Richard Reinbolt",May 2017,In N Out Burger
Jackie W,50.0,"This is a family owned chain with quality hamburgers, good fries and amazing milkshakes with real milk.  A southern California icon. You have to try one when you visit.",February 2017,In N Out Burger
