user_name,rating,review,date,restaurant
gerbs42,30.0,"We waited for our fabled in n out burgers like impatient children on Christmas Eve. Being from Australia all we had heard about was these burgers and how much we had to try them. 

This is a fast food chain with a slightly more upmarket...More",January 2019,In-N-Out Burger
cmf417,30.0,"Being from the East coast, there is always the debate of Shake Shack vs. In-N-Out so we tried this just because we were curious. Wasn't a fan of the food. All the Uber drivers told us the fries are horrible and they were correct. They...More",January 2019,In-N-Out Burger
traveldreamrepeat,50.0,I love the simplicity of this place. 3 option few variations and that’s all but everything tastes amazing. Besides of food they can give you a “on&out” paper cup and stickers.,January 2019,In-N-Out Burger
Crid26,30.0,"We walked 1km to try In-N-Out for the first time, and was a little discouraged to see the huge number of people inside. I have never seen anything like it in my life!
There was only a small wait to order surprisingly. However it took...More",January 2019,In-N-Out Burger
Cherylsthoughts,20.0,"Essentially this is a cheap, thin beef patty burger (which was not even evenly cooked) with lots of tomato and lettuce, pickle, sauce and onion(if desired)  I like a real burger.... if you want to try this out for yourself at least order the double...More",January 2019,In-N-Out Burger
BeBiggerThanAZipCode,50.0,"Every time in town have to complete the trip with a stop at In-N-Out.  Do not be discouraged by overflowing drive thru and eat in, the employees handle the crowds like a well oiled machine.  It's actually part of the fun to watch them produce...More",January 2019,In-N-Out Burger
Rebecca R,50.0,It was a delight to walk into a restaurant that just sold burgers and fries. Nothing else. Three burgers to choose from and pick a size. It was wonderful,October 2018,In-N-Out Burger
Tat_Tatchai,30.0,Just so so. Don’t know why LA people love it so much. The burgers are mediocre and fried are soggy. Cannot compared to ShakeShack.,January 2019,In-N-Out Burger
Jags_On_Tour,30.0,"Absolutely what is says on the tin - In and Out quickly. 

Excellent milkshake with decent burger and fries at a good price. Was recommended to try this while in the US and have now ticked it off the list!

Free chillies with the ketchup...More",October 2018,In-N-Out Burger
347chuckb,30.0,One of the busiest In and Out Burgers we've been to. This is the exact floor plan as Yuma. It's too bad not the same staff. These were slow and there was a very long backlog. Seats were a premium due to that mostly. The...More,December 2018,In-N-Out Burger
str8loco,50.0,"Second time at this location in west Hollywood. Burgers great really great simple menu, only hamburgers or cheeseburgers. I have a secret menu I went to animal burger really good did not get the fries though. Lines are out the door but goes very quickly...More",December 2018,In-N-Out Burger
khoidaroy,50.0,Great location with friendly staff. Flavors are consistent and authentic. They have souvenir t shirts sold here as well. Food comes out quickly and with a smile. Parking lot is wide open,December 2018,In-N-Out Burger
Saibiet,50.0,"Best fast food burger I’ve EVER had. 
A Californian icon and somewhere everyone needs to experience ! 
Go and you won’t be disappointed.....
Enjoy",December 2018,In-N-Out Burger
country-hopper23,50.0,We had a lay over when flying through to NY and thought we’d head to Hollywood and try the world famous in n out burger. I honestly went in thinking it was all hype and people saying it was good because it’s only in LA....More,December 2018,In-N-Out Burger
C1601ZYgregs,50.0,Quick friendly service. The burgers were probably one of the highlights of the trip. Haven't heard so much about him I was very thrilled to actually have one and it was delicious thank you very much.,November 2018,In-N-Out Burger
dman1708,40.0,"The burgers are actually amazing.  They get a lot of hype, but I think it’s deserved.  The fries, however, are not that good.  They could improve the fries, and it would make the place a lot better.",December 2018,In-N-Out Burger
Sven A,50.0,Not a fan of the fries. The burgers are perfect. Returned several times. Recommend for late night or mid day snack.,September 2018,In-N-Out Burger
Beverley R,50.0,"This was our first trip to In-N-Out Burger as we were in LA on a 7 hour layover.  We had fabulous hamburgers, with lots of stuff added, that we will not forget.  AND, now we can say, ""Been there, done that, GOT THE T-SHIRT""!!!!",November 2018,In-N-Out Burger
Oleg D,50.0,"This place is always packed, and for a good reason. Their menu is simple, food is fresh, and service is friendly.  One can even spot some movie stars coming for a quick bite after getting drunk at more formal parties :).",November 2018,In-N-Out Burger
Kelli G,50.0,This was on our list of places to eat for our first trip to LA!! I’m not a meat eater so they acclimated with a loaded grilled cheese and I got the animal fries!!! The kids loved their food!,November 2018,In-N-Out Burger
MS58,40.0,"great burgers, always busy yet the wait for orders was not long.
However did'nt try it at the weekend - drive in queue was out to the road with staff taking orders at the cars so well geared up for  etting customers orders out. Great...More",November 2018,In-N-Out Burger
Dave W,20.0,Everyone raves about the burgers here and they were poor at best. The wait at 11:30 a.m. was 25 minutes so it is far from in and out. The burger was greasy and small. Don't bother going to this burger joint.,October 2018,In-N-Out Burger
serafina6,30.0,"The place was packed. I MEAN PACKED. Took 25 minutes to get our 2 burgers and fries after we ordered. No where to even sit. Fries were ok. Burger was tasty, but small. Now I can check this off my bucket list.",November 2018,In-N-Out Burger
deesimone,50.0,"Visited here in peak time wow so many people  got served quickley about 30 min wait to recieve the food.
They were working so flat out to fill the orders.
People were sitting down at table  waiting  their  food then  no tables for when you...More",November 2018,In-N-Out Burger
Sacredgardens1,40.0,On my way home stopped to get a double double with no bun. Got my order and when i got home the double double had a bun. Disappointing. I removed the bun. Otherwise it is a good place for a filling late nighf snack.,October 2018,In-N-Out Burger
aaron g,50.0,That's what a hamburger is all about. All the best service only every time she's consistent top quality. Thank you!!!,November 2018,In-N-Out Burger
angelarF2046GP,30.0,"Sadly, this restaurant is inconsistent. On a good day, the  burgers are fantastic, the next, they are squished greasy patties. The chips are a bit weird, kind of foamy or spongy in their consistency.",November 2018,In-N-Out Burger
MahmoudAGD,40.0,The double double animal style is a really good burger. You can tell the food is fresh but I do not recommend the fries as they are nasty and flavorless. Double double animal style is the way to go. One thing I want to emphasize...More,October 2018,In-N-Out Burger
Jordyn C,40.0,"These burgers are delicious! Honestly the best I’ve ever had. The wait times can get pretty long as they get incredibly busy at that location, especially on a weekend. The fries are awful I’d honestly just avoid buying them and get a second burger instead....More",October 2018,In-N-Out Burger
Sydney_Traveller81,20.0,"This place was busy - our food finally arrived and it was cold. We were too hungry to complain. 

We loved in and out burger on our last trip but after this we didn't go back, tried Shake Shack and that was far superior. Perhaps...More",October 2018,In-N-Out Burger
OsmanB511,40.0,If the East Coast has Shake Shack then the West Coast has In-N-Out Burger. A fast food joint serving delicious burgers. It was a must for me when visiting LA this last July. This branch was the nearest to my hotel. I stepped in around...More,July 2018,In-N-Out Burger
Addamz,40.0,We were there with colleagues at lunch time and there was a really huge waiting line. We were in the line for more than 15 minutes and that was like another 30+ minutes to get our order ready. We were ordered for takeaway as we...More,October 2018,In-N-Out Burger
seanbucknall,50.0,"Visiting LA from England, I just had to try In-n-Out burger, and wasn’t disappointed! My only regret is only visiting once/one location in my 10 days across the pond!",November 2017,In-N-Out Burger
Karen F,50.0,Great tasty burger wrapped in lettuce. Check out the secret menu on line.Just awesome. Will be back again soon,September 2018,In-N-Out Burger
Bobbert63,30.0,"While on a vacation to California, one of the places on our must do list was In-N-Out Burger.  We had heard such great things about this hamburger franchise including all the celebrity endorsements on tv.

While in San Francisco we visited this restaurant.  Sure enough,...More",September 2018,In-N-Out Burger
DND2020,40.0,"My boyfriend and I visited for the first time and were not disappointed. While there appeared to be some sketchy areas and people nearby, there were plenty of cops around which was nice. The place was packed inside and out but we were still able...More",September 2018,In-N-Out Burger
Steve S,50.0,Everyone knows about In-N-Out Burger in California and is infamous all over the states as the go to burger when visiting this fine state. Secret menu so you can have protein style with no bun or my favourite animal style double double with animal style...More,September 2018,In-N-Out Burger
kenshermanassociates,50.0,"If anyone asks if I want a burger I always say I only go to In-N-Out Burger on Sunset near Highland.  They're delicious.  Period.  Try them with both grilled and raw onions. And the sociology is great, too.  All types of people locally and from...More",September 2018,In-N-Out Burger
Rjcestra,50.0,"Yes there will be lines to order, even the drive thru line is insanely long but OMG the burgers are to die for.  We were in town 3 days and were here at 10:30 am to get our fix before air-lining home. The burgers are...More",August 2018,In-N-Out Burger
T4987QTjoshuas,50.0,My first one and will not be my last! Better burger than most and the shake is intensely good and thick!,August 2018,In-N-Out Burger
Hriggs76,50.0,"It’s so funny how we live in a world of unhealthy fast food, yet I come back to In-N-Out Burger because nothing anywhere else compares!!! I save up my calories and work out knowing I will be at 5 star restaurants but it’s that special...More",August 2018,In-N-Out Burger
truffles444,50.0,"What's not to say. The best burger and fries that are made from a chain in the business period.
Starting going when I was in college, and that's a long time to stay consistent. 
If they ever went public the stock would be gold.",April 2018,In-N-Out Burger
brianLA,50.0,"In-n-Out Burger is an iconic place. And unlike the other timeworn 🍔 joints that have reinvented themselves over the yrs through redesign & expanded menus, this place is the same as it ever was since being established in SoCal in 1948. Sparkling clean, hardworking, attentive...More",May 2018,In-N-Out Burger
joep735,40.0,"The food is so simple and easy.  No complicated menus or loads of options.  Its cooked fresh for you,  a great burger that always tastes great.  
This is one of the busiest locations we have been to due to the amount of tourists and confused...More",August 2018,In-N-Out Burger
sekingrn,50.0,"Everyone always wants In-N-Out burgers when they visit...
They are so good - I'm gluten-free so I get my double-double w/ onions ""protein-style"" (that means without a bun!) I really don't miss the bun...",August 2018,In-N-Out Burger
ZonaP,40.0,"While in LA for a few days, we just had to try out In-N-Out.  The lines (drive thru and inside) were long - very long.  While the place kept cranking out the food, the people just kept coming in.  Ultimately we waited about 20 minutes...More",August 2018,In-N-Out Burger
ETNfamily3,50.0,This was at the top of my list for things to do while in California. It did not disappoint. Burger was very good. Meat was tasty and juicy. Buns and toppings were fresh. Fries were great. The surroundings were clean and very upkept. This place...More,July 2018,In-N-Out Burger
susandT5941PU,50.0,"After the must do visit of Hollywood Blvd we decided to see what the hype was all about. As we arrived, traffic in every direction , vying to get in line, amazing the...we were In and out In 5 minutes...menu is simple, prices amazing g,...More",August 2018,In-N-Out Burger
NancyDayton_Ohio,40.0,"Their sauce in the burger was very good. Fries with the cheese sauce, by the time you sit its solid cheese. I would have preferred a less thick cheese sauce. On your fries add their burger sauce on top of the cheese. Might be better...More",July 2018,In-N-Out Burger
imrico,40.0,I visited this location twice as a midwest person rarely getting to have In and Out it still holds up as the best fast food chain in the USA in my opinion.I highly suggest checking google for a traffic watch of how busy it is...More,July 2018,In-N-Out Burger
Yolyni,40.0,We loved the burger and the potatoes; i like that there are very few options for the burger. It is better than burger king and mcdonalds.,July 2018,In-N-Out Burger
luv2travel22018,50.0,"Everything is so good and fresh, love the fries! Been to multiple In-N-Outs, and they are always consistent and taste great! We really enjoy this location, but it seems to always be busy.",July 2018,In-N-Out Burger
Jamie344,40.0,This place has to be the busiest fast food place that we’ve ever been in. The queues were unreal! Couldn’t get seated either inside or outside so had to eat in the car. Food was good though and can see why it’s so popular.,July 2018,In-N-Out Burger
Oliver M,20.0,"Sorry Americans if this is your best burger you guys have pretty low expectations. The line up and wait time should indicate a guarantied good feed. But it seems people are easily impressed. The burger was meh and the fries were dry, cold and tasteless....More",July 2018,In-N-Out Burger
SophieHdw,10.0,"Being from the UK, I HAD to try In N Out whilst being over here - it’s so ridiculously hyped up, and I wanted to see if it really lived up to the hype. I jumped on the Metro and came to this restaurant (which...More",July 2018,In-N-Out Burger
